nameseq,average,median,maximum,minimum,peak,none_levated_peak,sample_standard_deviation,population_standard_deviation,percentile15,percentile25,percentile50,percentile75,amplitude,variance,interquartile_range,semi_interquartile_range,coefficient_of_variation,skewness,kurtosis,label
NC_007438.1,7.393972499999991,0.11149303585804676,3493.519235999999,5.4768266173847796e-05,21.77449266953592,341.55480594067126,158.7888305875631,158.9534639449905,0.02773433262213171,0.046041698569668395,0.11149303585804676,0.19791927328106945,3493.519181231733,25266.20370011139,0.15187757471140106,0.07593878735570053,21.475442407658843,0.13758800484633713,0.24536179368733566,mRNA
NC_007438.1,7.035003249999999,0.08177918285243924,3036.17530225,0.0008371242645996782,20.800748504747794,345.9514676341572,144.73798491528916,144.90311672588612,0.012460780047477749,0.024331639350365072,0.08177918285243924,0.1677918733044904,3036.1744651257354,20996.913236875782,0.14346023395412533,0.07173011697706266,20.573975557905985,0.14412023363218182,0.2568921067350337,mRNA
NC_007438.1,7.321530709999994,0.09368398451551777,3302.2377180100007,0.0009933115376839744,20.942797265591675,332.16687176853657,153.7935855033434,153.96102549360234,0.02907184049638449,0.04392868519916091,0.09368398451551777,0.20041577761777857,3302.236724698463,23703.99737104167,0.15648709241861766,0.07824354620930883,21.005660099641037,0.14099118702178928,0.23685823852041735,mRNA
NC_007438.1,7.479202120000009,0.10224335382432606,3541.2258672400003,0.00036979693627151223,21.526360354598868,351.5437710192363,160.9578499373443,161.12473214903022,0.01671967856206643,0.04026867954363898,0.10224335382432606,0.1974071053558114,3541.225497443064,25961.179310096737,0.1571384258121724,0.0785692129060862,21.52072471833989,0.13749485537450884,0.2532172878121295,mRNA
NC_007438.1,7.3335645599999895,0.11019023822878385,3401.992267559999,0.00029369701306142086,21.54477521910576,337.5920275696437,156.08667313584803,156.2515825036986,0.021220728643475715,0.03723414050606102,0.11019023822878385,0.21881766038547767,3401.991973862986,24414.557034910125,0.18158351987941665,0.09079175993970832,21.283875236771387,0.13883390894271483,0.280341228290065,mRNA
NC_007438.1,6.245017740000014,0.06080214976062983,2359.56948516,0.0002695436175437655,20.442963011769827,331.25498689185883,120.40658076501683,120.56407799488568,0.014576756465329412,0.026104752934541182,0.06080214976062983,0.11193977512403684,2359.5692156163827,14535.696902756878,0.08583502218949565,0.042917511094747826,19.28042253487923,0.1540833287752365,0.22700256473849292,mRNA
NC_007438.1,6.763376530000005,0.07361593476877727,2812.8491176900006,0.00019840883214563372,20.847575079484727,339.4239572857578,136.59819990632624,136.7599503477253,0.014278074537001539,0.02514398316043088,0.07361593476877727,0.14903912966155858,2812.8489192811685,18703.28401911229,0.1238951465011277,0.06194757325056385,20.196746299784397,0.1469220077530774,0.2525970079948316,mRNA
NC_007438.1,7.448222079999988,0.08537914299883219,3389.77799524,1.655675780627921e-05,20.720828632077197,353.232755776203,157.3602864901848,157.5304977746556,0.017478599932200266,0.032344689136388834,0.08537914299883219,0.17502878941602326,3389.7779786832425,24815.857729130774,0.14268410027963443,0.07134205013981722,21.127228055233424,0.14036914461503108,0.23375499412342354,mRNA
NC_007438.1,6.162065149999978,0.1014579896657178,2395.2704222499983,0.0023429882243151665,21.529578710583273,289.7417739231219,119.9060019928142,120.0569221305763,0.02032301482236295,0.04072092492122424,0.1014579896657178,0.19099179751185452,2395.268079261774,14413.66455146726,0.15027087259063027,0.07513543629531513,19.45873649077122,0.1516339564227351,0.23437049743975036,mRNA
NC_007438.1,7.556764099999981,0.09478198581714785,3522.778609000001,0.000736559546052129,20.95253090318563,350.37050297820497,161.459569475316,161.62979574238915,0.020186132094173904,0.03402924377530273,0.09478198581714785,0.17790046834965445,3522.7778724404548,26124.190871726438,0.14387122457435172,0.07193561228717586,21.366231278189087,0.13864738036459878,0.23863710612958,mRNA
NC_007438.1,6.540481770000005,0.09893606486854195,2660.05283049,0.0002640970725055901,21.15032778897773,309.2647564265088,130.41308547097316,130.57049420113665,0.024300493425121215,0.04576242982072419,0.09893606486854195,0.16616054136307887,2660.0525663929275,17048.65395592906,0.12039811154235468,0.06019905577117734,19.93936992060037,0.14818020021231376,0.2485795490862397,mRNA
NC_007438.1,7.29244413,0.08938486818178595,3270.2729076900005,0.00025532054330215334,20.889201290779493,339.8832319563602,152.8031371655608,152.97059270859495,0.020558397936718795,0.03855737766364335,0.08938486818178595,0.17152574618017577,3270.2726523694573,23400.002233618845,0.13296836851653243,0.06648418425826622,20.953624661579795,0.14141841709729622,0.20139686097507128,mRNA
NC_007438.1,7.89733516999999,0.07728801685553707,3790.0891576900012,0.00013634069150384533,20.555456978703052,384.15802292282586,171.56375116097908,171.74016637587744,0.018067329361694372,0.03164877106956654,0.07728801685553707,0.14896307229504108,3790.08902134931,29494.684746814066,0.11731430122547454,0.05865715061273727,21.72425855910321,0.13674299670342716,0.22069474986415452,mRNA
NC_007438.1,6.781198710000007,0.09200896415732682,2911.3686404100004,0.0011960771390743692,21.53011676013839,325.6461398657371,138.94534698935965,139.10423251524327,0.02362945562259712,0.04087796890827715,0.09200896415732682,0.1931599583820059,2911.3674443328614,19349.987503654866,0.15228198947372873,0.07614099473686436,20.48979139697847,0.14442778885618102,0.27264824281492434,mRNA
NC_007438.1,6.511619039999996,0.09849631943652104,2682.0383745599997,3.2634040425449236e-05,21.551219822794398,305.2646968730997,130.5524091180276,130.70773625103345,0.03136579663466468,0.04881173772125876,0.09849631943652104,0.18725302105464675,2682.0383419259592,17084.512315869724,0.13844128333338798,0.06922064166669399,20.04914727290737,0.1473689247993641,0.22729576112624947,mRNA
NC_007438.1,5.931154830000006,0.10695863988531429,2266.4550132899994,0.0029125629968829217,22.086761137543913,274.59171284640183,114.17383904475771,114.31937618356483,0.025717043661827234,0.04247941228949197,0.10695863988531429,0.2142167029821126,2266.4521007270027,13068.91977099941,0.17173729069262061,0.08586864534631031,19.249849703343116,0.153034957189226,0.26212546328175546,mRNA
NC_007438.1,7.41167511000001,0.12903831960925646,3565.4154632100003,0.0002126273064617161,22.262173874483253,318.83252595684655,160.08232243390574,160.24426716164513,0.03022181380593138,0.05301407048448587,0.12903831960925646,0.27320443806940176,3565.4152505826937,25678.2251581727,0.2201903675849159,0.11009518379245795,21.598669674270912,0.13647921918544598,0.2164938899764602,mRNA
NC_007438.1,8.089982529999999,0.06887592113820656,4019.3444428900007,0.0010942593297968586,20.766423088926008,395.5745953455227,178.85303918670186,179.03073723270523,0.019973518269845714,0.03253935163417726,0.06887592113820656,0.16386325327619464,4019.343348630671,32052.004874085953,0.13132390164201738,0.06566195082100869,22.107963586257817,0.1345424150241364,0.266588527524531,mRNA
NC_007438.1,6.80259354000001,0.10965903884133356,2882.3369187600006,0.0004054004850893777,21.21739781814645,310.4158217753553,138.34928017333309,138.50931409632432,0.02837951286442168,0.044537452294569194,0.10965903884133356,0.1994701354741693,2882.3365133595153,19184.83009143423,0.15493268317960013,0.07746634158980006,20.337725510104914,0.14513124664125454,0.23988005122912537,mRNA
NC_007438.1,7.4627643699999995,0.09630145411523026,3464.699726890001,0.00011006748755507067,21.17177927192146,341.6073917622959,158.96405581039164,159.1320052030463,0.022409829373210243,0.04652925038876629,0.09630145411523026,0.18754012322632865,3464.6996168225132,25322.995079942357,0.14101087283756236,0.07050543641878118,21.30096140371529,0.1390212940591671,0.2195348258535621,mRNA
NC_007438.1,7.010569500000003,0.1462022054972937,3205.7111609999984,0.00019122029887664674,22.39475694520965,303.1447768821136,147.54520553316266,147.7020851155254,0.02685572617398,0.05532718106907464,0.1462022054972937,0.26996658408929414,3205.7109697796996,21815.905947473904,0.2146394030202195,0.10731970151010975,21.046108384370573,0.1395714744446885,0.23708511955238404,mRNA
NC_007438.1,6.529622790000006,0.07990076192849882,2573.3198384100006,0.002116696214758711,20.419760470318565,327.0897823234744,128.5002644419016,128.66119157376707,0.019939761878342305,0.03232958776365631,0.07990076192849882,0.13381937233398897,2573.317721713786,16553.70221718159,0.10148978457033266,0.05074489228516633,19.679584652071686,0.15057685809637222,0.2550574898260155,mRNA
NC_007438.1,6.580055200000001,0.0899161469682953,2730.689536,0.0006481646854630341,21.5297079372019,304.8210815383654,132.29455023173495,132.4504660786924,0.020415260750029977,0.037220622733044405,0.0899161469682953,0.2403472762729856,2730.6888878353143,17543.125964462844,0.2031266535399412,0.1015633267699706,20.105386081219336,0.14717474850619008,0.2658084342940324,mRNA
NC_007438.1,6.998104070000007,0.09574950955834519,3036.8585992899993,0.0008227313828416339,21.100953228131473,324.1582880011388,144.11585586460055,144.27879074520135,0.024571627233852214,0.0405207289678215,0.09574950955834519,0.17729033034926958,3036.8577765586165,20816.369458897596,0.13676960138144809,0.06838480069072404,20.593557115334583,0.14368345215796136,0.21017304412390378,mRNA
NC_007438.1,7.937856500000002,0.04848027286341592,3837.926401,1.601295946449668e-05,20.618496525688844,412.3586153587007,173.02139828310257,173.19786074435007,0.008559651043077467,0.017807229568155437,0.04848027286341592,0.11850297200723542,3837.926384987041,29997.498966419276,0.10069574243907999,0.05034787121953999,21.79699246050902,0.13679307251166292,0.16425886144785978,mRNA
NC_007438.1,6.832464479999992,0.07320483323870425,2853.0340304399992,0.00020750436090594343,20.685556982702895,341.64991041027326,138.38709168127687,138.55057324056145,0.019082588695450476,0.036212094386411584,0.07320483323870425,0.14378609803503117,2853.0338229356385,19196.261345288185,0.10757400364861959,0.053787001824309795,20.25434483945931,0.14652941032235994,0.25491951978547084,mRNA
NC_007438.1,7.5629207700000105,0.07666143618435797,3521.1999960899993,0.0006905516987922046,20.89139960671567,358.4203578363742,161.557288410721,161.72797761671282,0.019231257480055355,0.032326642652186835,0.07666143618435797,0.1717535029814257,3521.1993055383005,26155.93874399196,0.13942686032923884,0.06971343016461942,21.361758680796118,0.13901432873985145,0.2287575059205352,mRNA
NC_007438.1,6.678421959999995,0.09733646829068451,2813.51741476,0.0015439956628278686,21.462155909258158,320.3477887105188,135.51555115617063,135.67340275441956,0.02106522766403439,0.03695469486105652,0.09733646829068451,0.18701249899835348,2813.5158707643373,18407.272214962937,0.15005780413729697,0.07502890206864848,20.29155270029849,0.1456899692078545,0.2688859067345183,mRNA
NC_007438.1,6.722424449999983,0.10089354096307093,2878.0542562499995,0.0003032239487899855,21.71835490096142,314.6040091527825,137.35451751117623,137.51158390613026,0.016507575127664653,0.04408327008820993,0.10089354096307093,0.2214936390001289,2878.0539530260507,18909.435708372705,0.17741036891191897,0.08870518445595948,20.432288757246884,0.14462278407038487,0.258128760009672,mRNA
NC_007438.1,7.473304150000009,0.056833785124198205,3362.2022402500006,0.0006390219357896945,20.33906247479568,384.4912815711307,157.272184467418,157.44491618830665,0.013531705878215271,0.021015048895249088,0.056833785124198205,0.11512219680917941,3362.2016012280646,24788.901633542904,0.09410714791393032,0.04705357395696516,21.044531483094772,0.14147073222116296,0.19699049996052329,mRNA
NC_047072.1,6.878870910000001,0.13068422189070078,3038.3356652099983,0.0027488483945253394,21.95127688477003,305.4044137826144,142.58782692851102,142.7454696819397,0.03826758371481093,0.05871348426451175,0.13068422189070078,0.21948076056885585,3038.3329163616036,20376.26911471757,0.1607672763043441,0.08038363815217205,20.72837661791665,0.14197958199109012,0.2136583057271586,mRNA
NC_047072.1,6.8629480100000055,0.13122582263068672,3064.2978072100004,0.00017362836862327836,22.293626554807584,303.6513117121202,142.86466029650146,143.0205410415031,0.03311938701360927,0.050903184183803935,0.13122582263068672,0.26496550426927595,3064.297633581632,20454.875159804273,0.21406232008547202,0.10703116004273601,20.816806434834312,0.14135872734513133,0.261652372617848,mRNA
NC_047072.1,6.8294699599999795,0.12808743789994384,3019.4585401599943,0.001301397514123082,22.15886946127424,303.9644683385952,141.54576865109385,141.70191405836366,0.03496971272525495,0.05451832963977726,0.12808743789994384,0.24919780152487303,3019.4572387624803,20079.432447803876,0.19467947188509577,0.09733973594254788,20.725732667413954,0.14203284038717,0.2790874813330551,mRNA
NC_047072.1,6.197910820000009,0.09913342605704265,2430.70692484,0.0010113037332521277,21.566406898811504,293.7973804007394,121.22551661924952,121.37695392578837,0.02818954972127171,0.04628417182053971,0.09913342605704265,0.1961755921035387,2430.7059135362665,14732.364944302952,0.14989142028299898,0.07494571014149949,19.559093400967868,0.15092806112177545,0.2265886800280459,mRNA
NC_047072.1,5.572704359999994,0.12142158635902192,2014.53754896,0.0006557073573354577,22.251314979142393,257.57545360874644,104.30034526057604,104.44081716970155,0.04317058169146438,0.05559944937417923,0.12142158635902192,0.23687129809738755,2014.5368932526428,10907.884291075026,0.1812718487232083,0.09063592436160416,18.716288990535315,0.15679572565235245,0.29699433828699384,mRNA
NC_047072.1,7.0488265599999895,0.1824510464108717,3289.09132036,0.00022257278707900813,22.840681158709096,290.4936018554029,149.4931178054508,149.64811330359464,0.03702523122213775,0.08416521418725643,0.1824510464108717,0.3193064372181249,3289.0910977872127,22394.557815325497,0.23514122303086848,0.11757061151543424,21.208227572767942,0.1377931428761483,0.23459553719659162,mRNA
NC_047072.1,7.031151510000007,0.12182261202006195,3180.1817276100005,0.002641510767579894,22.044753235590544,305.20546833430166,147.3099565602702,147.46861030206347,0.03225615660589716,0.054159536948816055,0.12182261202006195,0.28299817265585925,3180.179086099233,21746.99102442186,0.2288386357070432,0.1144193178535216,20.95104284849496,0.1407100183717671,0.2644451170763109,mRNA
NC_047072.1,6.420414879999997,0.14627904842950076,2738.09399824,0.0008562782632563722,22.895716670571304,280.744527230195,130.22760978524985,130.3755117179644,0.03325781721460451,0.05903147514349654,0.14627904842950076,0.2809644038773985,2738.093141961737,16997.77405572107,0.22193292873390197,0.11096646436695098,20.283363648495236,0.1445346921881645,0.2316026353926537,mRNA
NC_047072.1,6.230281309999993,0.12937577619985102,2554.09955161,0.00033869921805394315,22.631401855592962,276.4414884162161,124.02848221381464,124.17534843721945,0.03847313417593158,0.056497760334810715,0.12937577619985102,0.26654480181934026,2554.099212910782,15419.517159504861,0.21004704148452955,0.10502352074226477,19.907364698724137,0.1475686574140937,0.2568457969076911,mRNA
