nameseq,AB.1,AD.1,ASSD.1,MAXD.1,MIND.1,AS.1,APL.1,TALU.1,TU.1,NE.1,MOT3.1,MOT4.1,AB.2,AD.2,ASSD.2,MAXD.2,MIND.2,AS.2,APL.2,TALU.2,TU.2,NE.2,MOT3.2,MOT4.2,AB.3,AD.3,ASSD.3,MAXD.3,MIND.3,AS.3,APL.3,TALU.3,TU.3,NE.3,MOT3.3,MOT4.3,AB.4,AD.4,ASSD.4,MAXD.4,MIND.4,AS.4,APL.4,TALU.4,TU.4,NE.4,MOT3.4,MOT4.4,AB.5,AD.5,ASSD.5,MAXD.5,MIND.5,AS.5,APL.5,TALU.5,TU.5,NE.5,MOT3.5,MOT4.5,AB.6,AD.6,ASSD.6,MAXD.6,MIND.6,AS.6,APL.6,TALU.6,TU.6,NE.6,MOT3.6,MOT4.6,AB.7,AD.7,ASSD.7,MAXD.7,MIND.7,AS.7,APL.7,TALU.7,TU.7,NE.7,MOT3.7,MOT4.7,AB.8,AD.8,ASSD.8,MAXD.8,MIND.8,AS.8,APL.8,TALU.8,TU.8,NE.8,MOT3.8,MOT4.8,AB.9,AD.9,ASSD.9,MAXD.9,MIND.9,AS.9,APL.9,TALU.9,TU.9,NE.9,MOT3.9,MOT4.9,AB.10,AD.10,ASSD.10,MAXD.10,MIND.10,AS.10,APL.10,TALU.10,TU.10,NE.10,MOT3.10,MOT4.10,label
NC_007438.1,53.983870967741915,14.451612903225806,0.5115448372845115,46.0,2.0,9.733012362912508,2.769962982548916,0.0942780337941628,0.10571081409477522,448.0,765.0,4147.0,42.51612903225807,12.741935483870966,0.4605191992229563,46.0,0.0,10.50182086188831,20.619777895293495,0.11807359307359308,0.13097713097713098,448.0,439.0,1982.0,34.9516129032258,9.967741935483877,0.379139746623438,46.0,0.0,10.298712324669816,34.016922263352726,0.12754182754182755,0.1643835616438356,448.0,195.0,639.0,17.354838709677423,6.483870967741935,0.2825016552353034,43.0,0.0,9.155893458074354,50.34320465362242,0.14848484848484847,0.16901408450704225,448.0,63.0,129.0,5.677419354838711,4.935483870967742,0.24788184485543796,43.0,0.0,8.383684169250403,57.60549973558963,0.2511111111111111,0.23076923076923078,448.0,33.0,50.0,0.596774193548387,2.838709677419355,0.32853867666380265,38.0,0.0,6.448789704870852,60.98730830248546,0.0,0.0,448.0,11.0,13.0,0.06451612903225808,0.903225806451613,-0.43390619582982504,20.0,0.0,3.714442941864404,61.80856689582232,0.0,0.0,448.0,2.0,1.0,0.06451612903225808,0.903225806451613,-0.43390619582982504,20.0,0.0,3.714442941864404,61.80856689582232,0.0,0.0,448.0,2.0,1.0,0.01612903225806452,0.6451612903225807,-0.9801980198019823,20.0,0.0,3.048515102279164,61.903754627181385,0.0,0.0,448.0,1.0,0.0,0.0,0.3548387096774194,0.0,11.0,0.0,1.9435316556634925,61.96774193548387,0.0,0.0,448.0,0.0,0.0,mRNA
NC_007438.1,47.13114754098361,14.196721311475413,0.5457379895390715,39.0,2.0,7.741350905388897,2.57103825136612,0.09976580796252922,0.09036144578313253,433.0,936.0,5543.0,56.721311475409856,11.967213114754099,0.4873832722467384,39.0,0.0,8.460064746321931,10.562841530054644,0.10296495956873314,0.11564625850340136,433.0,407.0,1756.0,55.50819672131148,8.819672131147538,0.4176162797511716,39.0,0.0,8.647008763048627,24.260109289617485,0.05047619047619047,0.11538461538461539,433.0,168.0,536.0,18.032786885245898,5.573770491803279,0.4526508537287509,30.0,0.0,7.3628643223471935,49.076502732240435,0.06315789473684211,0.10344827586206896,433.0,54.0,109.0,2.5901639344262297,2.9508196721311477,0.3708401791411966,26.0,0.0,5.712873668973067,58.856830601092895,0.0,0.0,433.0,16.0,19.0,0.08196721311475409,1.6393442622950816,0.6048989659969304,21.0,0.0,4.1647733761786006,60.67486338797814,0.0,0.0,433.0,3.0,1.0,0.0,0.459016393442623,-0.3333333333333333,21.0,0.0,2.7968001065140196,60.967213114754095,0.0,0.0,433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mRNA
NC_007438.1,47.016666666666666,16.500000000000004,0.3971069783460034,42.0,2.0,10.480935072788114,2.593785310734463,0.09968253968253966,0.11261730969760167,495.0,887.0,5128.0,43.383333333333326,14.466666666666667,0.31316576246944866,42.0,0.0,11.25680041377458,17.270621468926553,0.13633333333333336,0.1290983606557377,495.0,446.0,2039.0,32.666666666666686,11.733333333333333,0.22979386364386237,40.0,0.0,11.313512078729378,32.340677966101694,0.1447089947089947,0.12396694214876033,495.0,222.0,810.0,22.2,8.633333333333336,0.06260901051188658,37.0,0.0,10.608120579170574,43.152542372881356,0.19999999999999998,0.13636363636363635,495.0,100.0,257.0,13.51666666666667,6.633333333333334,-0.031555292179010055,33.0,0.0,9.736472096652301,50.45819209039548,0.2526315789473685,0.14516129032258066,495.0,56.0,113.0,4.499999999999999,4.133333333333333,0.2630088108572805,28.0,0.0,7.385721961249888,57.019209039548024,0.18055555555555558,0.15789473684210525,495.0,17.0,19.0,0.03333333333333334,2.5333333333333337,-0.024155103997445387,20.0,0.0,5.216853031814827,59.63446327683616,0.6,0.6,495.0,3.0,0.0,0.03333333333333334,1.8333333333333337,-0.38374558303886924,20.0,0.0,4.393808775488022,59.73446327683616,0.0,0.0,495.0,2.0,0.0,0.016666666666666677,1.5666666666666667,-0.0755148741418772,20.0,0.0,3.959657673194602,59.80056497175141,0.0,0.0,495.0,1.0,0.0,0.0,0.36666666666666664,0.0,11.0,0.0,1.9745604292826515,59.96666666666667,0.0,0.0,495.0,0.0,0.0,mRNA
NC_007438.1,50.32203389830509,13.694915254237282,0.46053743154027266,56.0,2.0,11.013480549144193,2.7352425482174167,0.07461662631154159,0.08776595744680851,404.0,708.0,3805.0,34.711864406779654,11.525423728813559,0.3883479197902234,56.0,0.0,11.644968262618969,25.112215078901226,0.09031007751937983,0.09287925696594428,404.0,303.0,1196.0,22.25423728813559,8.677966101694919,0.2953906273833491,54.0,0.0,11.791178371506447,40.682641729982464,0.12360248447204969,0.1079136690647482,404.0,129.0,405.0,7.711864406779657,6.4406779661016955,0.002376940227256821,54.0,0.0,11.40364376266576,51.4354178842782,0.10892857142857143,0.12162162162162163,404.0,68.0,184.0,4.6440677966101696,5.491525423728816,-0.09037795317603338,50.0,0.0,10.764620143118139,53.973699590882525,0.10277777777777779,0.06,404.0,48.0,118.0,3.3389830508474585,4.8135593220339,-0.22870935741023446,50.0,0.0,10.10868828566053,55.047340736411456,0.0,0.0,404.0,37.0,90.0,0.6101694915254237,2.7796610169491522,-0.104816674419972,38.0,0.0,7.332462755076362,58.037989479836355,0.0,0.0,404.0,9.0,13.0,0.2711864406779661,2.30508474576271,-0.011076055581659623,31.0,0.0,6.549043758088697,58.46697837521917,0.0,0.0,404.0,5.0,5.0,0.06779661016949153,1.4915254237288134,0.1337597725657412,24.0,0.0,4.872520251911308,58.765049678550554,0.0,0.0,404.0,2.0,1.0,0.06779661016949153,1.186440677966102,-0.48582375478927625,24.0,0.0,4.670406566961615,58.7989479836353,0.0,0.0,404.0,2.0,1.0,mRNA
NC_007438.1,47.42622950819672,14.754098360655737,0.5598608848907698,54.0,2.0,10.539007539837488,2.580874316939891,0.11912568306010925,0.1127348643006263,450.0,886.0,5101.0,55.065573770491774,12.55737704918033,0.5003135095070426,54.0,0.0,11.36362414794975,12.310928961748633,0.11341107871720116,0.10022271714922049,450.0,419.0,1938.0,25.13114754098361,9.01639344262295,0.4087405128178291,52.0,0.0,11.611881709215327,38.75573770491803,0.04920634920634921,0.09836065573770492,450.0,171.0,602.0,11.262295081967215,6.360655737704915,0.41488013119801875,49.0,0.0,10.49126535506256,51.440983606557374,0.08888888888888889,0.12,450.0,69.0,160.0,2.4590163934426226,4.131147540983606,0.29024927273564977,49.0,0.0,9.47555164679179,58.42622950819672,0.35185185185185186,0.3,450.0,24.0,36.0,0.5573770491803278,2.9836065573770494,0.21294847833102065,49.0,0.0,8.726240441257936,60.06775956284153,0.3666666666666666,0.375,450.0,12.0,15.0,0.0819672131147541,2.393442622950821,0.5534124340015976,37.0,0.0,7.672131147540983,60.64207650273224,0.6666666666666666,0.6,450.0,6.0,4.0,0.03278688524590166,1.9344262295081964,0.5337983826162115,37.0,0.0,6.570846821337105,60.771584699453555,0.0,0.0,450.0,4.0,1.0,0.06557377049180332,1.672131147540984,0.6069364161849702,29.0,0.0,5.6153224553788785,60.772677595628416,0.0,0.0,450.0,2.0,1.0,0.01639344262295083,1.0819672131147546,-0.8677852348993244,23.0,0.0,4.289885481169395,60.90218579234973,0.0,0.0,450.0,1.0,0.0,mRNA
NC_007438.1,51.67741935483869,15.0,0.5867148388391725,86.0,2.0,12.96148139681572,2.6943416181914333,0.1086405529953917,0.10192525481313704,465.0,823.0,4585.0,47.08064516129032,13.0,0.5587194470564291,86.0,0.0,13.487150396078915,17.382337387625594,0.1261904761904762,0.12056737588652482,465.0,389.0,1621.0,40.99999999999999,9.7741935483871,0.5190898201165731,84.0,0.0,13.284018235408595,32.828133262823904,0.09166666666666666,0.07894736842105263,465.0,144.0,410.0,7.838709677419361,6.96774193548387,0.4525471223345497,84.0,0.0,13.154133095030996,54.998942358540454,0.043333333333333335,0.1111111111111111,465.0,50.0,104.0,4.225806451612904,5.29032258064516,0.2848493729558646,84.0,0.0,13.336086257599536,57.71919619249075,0.0962962962962963,0.14634146341463414,465.0,37.0,79.0,1.693548387096774,4.161290322580646,0.13016195243236967,84.0,0.0,12.819080471762364,59.926493918561604,0.2111111111111111,0.2222222222222222,465.0,23.0,41.0,0.7419354838709675,3.580645161290323,0.16556870488111802,78.0,0.0,11.961697456271823,60.863035430988894,0.29999999999999993,0.3157894736842105,465.0,15.0,21.0,0.4032258064516128,2.903225806451612,0.18961653590102864,71.0,0.0,10.530615393314614,61.335801163405606,0.0,0.0,465.0,9.0,9.0,0.09677419354838712,2.3870967741935494,0.03250016767707894,71.0,0.0,10.035991422343109,61.68059227921734,0.0,0.0,465.0,6.0,4.0,0.09677419354838712,2.3870967741935494,0.03250016767707894,71.0,0.0,10.035991422343109,61.68059227921734,0.0,0.0,465.0,6.0,4.0,mRNA
NC_007438.1,47.131147540983605,14.360655737704917,0.546648384496338,40.0,2.0,7.8323264280114175,2.57103825136612,0.09976580796252922,0.09036144578313253,438.0,936.0,5543.0,56.0,12.196721311475411,0.4951159492023738,40.0,0.0,8.51386462715645,10.53879781420765,0.10233602875112308,0.11258278145695365,438.0,419.0,1821.0,53.88524590163936,8.983606557377048,0.41796723745806164,40.0,0.0,8.733751758530188,24.20601092896175,0.049074074074074076,0.11290322580645161,438.0,172.0,551.0,18.032786885245905,5.639344262295082,0.4527985709247459,31.0,0.0,7.452654465786099,49.076502732240435,0.06315789473684211,0.10344827586206896,438.0,54.0,109.0,4.868852459016392,3.278688524590164,0.30219769801088386,31.0,0.0,6.241403655549581,57.68688524590164,0.0,0.0,438.0,21.0,28.0,0.08196721311475409,1.6393442622950816,0.6048989659969304,21.0,0.0,4.1647733761786,60.67486338797814,0.0,0.0,438.0,3.0,1.0,0.0,0.459016393442623,-0.3333333333333333,21.0,0.0,2.7968001065140196,60.967213114754095,0.0,0.0,438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mRNA
NC_007438.1,44.03333333333333,14.80000000000001,0.5433864340069566,42.0,2.0,7.442669771885176,2.4926553672316385,0.08801587301587296,0.07565470417070805,444.0,979.0,5864.0,50.48333333333334,12.7,0.5077259612990861,40.0,0.0,8.149233092751734,10.377966101694915,0.091005291005291,0.08300395256916997,444.0,478.0,2200.0,68.56666666666665,8.766666666666666,0.5278603351259537,40.0,0.0,8.289283577138752,29.2909604519774,0.12314814814814816,0.11392405063291139,444.0,146.0,391.0,7.700000000000003,5.2666666666666675,0.6496817622027102,34.0,0.0,7.150446761489026,54.26101694915254,0.05208333333333333,0.07317073170731707,444.0,39.0,70.0,1.266666666666667,3.400000000000001,0.7817685530511865,26.0,0.0,5.314132102234568,58.50960451977401,0.0,0.0,444.0,10.0,9.0,0.0,1.5666666666666664,1.0,26.0,0.0,4.263670823233061,59.86666666666667,0.0,0.0,444.0,0.0,0.0,0.0,1.3666666666666665,1.0,26.0,0.0,4.191128196029745,59.9,0.0,0.0,444.0,0.0,0.0,0.0,0.43333333333333324,0.0,26.0,0.0,3.328496490743064,60.0,0.0,0.0,444.0,0.0,0.0,0.0,0.43333333333333324,0.0,26.0,0.0,3.328496490743064,60.0,0.0,0.0,444.0,0.0,0.0,0.0,0.43333333333333324,0.0,26.0,0.0,3.328496490743064,60.0,0.0,0.0,444.0,0.0,0.0,mRNA
NC_007438.1,54.56451612903225,14.064516129032265,0.49187862292683643,36.0,2.0,9.65680600329238,2.7890005288207296,0.094431643625192,0.10150375939849623,436.0,744.0,4050.0,32.75806451612903,12.35483870967742,0.4228675846100793,36.0,0.0,10.458977890901792,26.686938127974617,0.11589147286821708,0.1346153846153846,436.0,426.0,1930.0,28.29032258064516,9.967741935483875,0.37666405058739855,35.0,0.0,10.253194218161394,36.47593865679535,0.14351851851851855,0.13414634146341464,436.0,224.0,822.0,10.983870967741936,6.774193548387098,0.39261413934172656,31.0,0.0,8.901647826501293,52.48915917503966,0.10757575757575757,0.13953488372093023,436.0,78.0,182.0,3.4032258064516117,3.93548387096774,0.037867288615940506,31.0,0.0,7.532448018603623,58.692226335272345,0.07692307692307693,0.1,436.0,28.0,41.0,0.20967741935483872,2.161290322580645,-0.036029454582029975,24.0,0.0,5.124871511802709,61.39397144368059,0.0,0.0,436.0,7.0,4.0,0.016129032258064526,0.9999999999999993,-0.23613707165108927,16.0,0.0,2.9729967503210215,61.83923849814913,0.0,0.0,436.0,1.0,0.0,0.016129032258064526,0.774193548387097,-0.4999999999999985,16.0,0.0,2.7674336244551245,61.87149656266526,0.0,0.0,436.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mRNA
NC_007438.1,47.81666666666666,15.566666666666663,0.4667655020602176,42.0,2.0,10.174095646406231,2.6209039548022597,0.10650793650793647,0.09988901220865705,467.0,841.0,4739.0,53.350000000000016,13.533333333333333,0.40834785122150574,42.0,0.0,10.994645161269291,12.308474576271186,0.07006802721088436,0.10440835266821345,467.0,401.0,1724.0,29.833333333333325,10.666666666666668,0.15151944776006154,40.0,0.0,11.66142739500139,34.97796610169492,0.12582972582972585,0.14732142857142858,467.0,202.0,705.0,10.749999999999998,8.066666666666668,-0.059181112605211215,40.0,0.0,10.917671709460564,48.63107344632768,0.12318840579710144,0.15,467.0,108.0,299.0,10.233333333333336,5.933333333333334,0.049076689096815666,36.0,0.0,8.944023454550841,52.6135593220339,0.03333333333333333,0.05660377358490566,467.0,51.0,101.0,6.666666666666665,4.099999999999999,-0.11068418336424425,31.0,0.0,7.4312403630439325,55.659322033898306,0.0,0.0,467.0,22.0,34.0,0.43333333333333335,2.099999999999999,-0.5881818296577749,31.0,0.0,5.5338353185953535,59.21468926553672,0.0,0.0,467.0,9.0,8.0,0.15,1.6333333333333333,-0.6189742094079406,24.0,0.0,4.651045282753353,59.57175141242938,0.0,0.0,467.0,5.0,3.0,0.0,0.3,0.0,9.0,0.0,1.6155494421403513,59.96666666666667,0.0,0.0,467.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mRNA
