nameseq,k1,k2,label
NC_007438.1,1.9274099228220996,3.803814268117396,mRNA
NC_007438.1,1.9896395660776045,3.9536982165972208,mRNA
NC_007438.1,1.98941250019169,3.956885385188237,mRNA
NC_007438.1,1.957483818772598,3.891952851078298,mRNA
NC_007438.1,1.953793481723697,3.888054287562485,mRNA
NC_007438.1,1.898101755530664,3.751137031249601,mRNA
NC_007438.1,1.8482852275552821,3.6782138116937064,mRNA
NC_007438.1,1.8947418710997503,3.768069460498099,mRNA
NC_007438.1,1.967274929651014,3.8674886564690594,mRNA
NC_007438.1,1.9559443596221993,3.87953102554577,mRNA
NC_007438.1,1.9662941939325722,3.8800789338488864,mRNA
NC_007438.1,1.9634557960523593,3.893465632746387,mRNA
NC_007438.1,1.9213336423243992,3.792960425082532,mRNA
NC_007438.1,1.9487912110466055,3.8634734160407747,mRNA
NC_007438.1,1.8679694768398212,3.700625131321041,mRNA
NC_007438.1,1.9154107633910524,3.7744570642790145,mRNA
NC_007438.1,1.9535501968575129,3.863873677185218,mRNA
NC_007438.1,1.9606493770164182,3.8822418620723615,mRNA
NC_007438.1,1.9419029795428524,3.861418024554557,mRNA
NC_007438.1,1.9193109396306718,3.7815520207886104,mRNA
NC_007438.1,1.8492206125809552,3.6586295321584226,mRNA
NC_007438.1,1.9442664617276906,3.8541766777404898,mRNA
NC_007438.1,1.968484715175645,3.9064229852136076,mRNA
NC_007438.1,1.9364224189625872,3.8369936718791413,mRNA
NC_007438.1,1.8933510991878018,3.4467389613190687,mRNA
NC_007438.1,1.9017846967234469,3.7600286321352465,mRNA
NC_007438.1,1.9223938678776933,3.8062725467609066,mRNA
NC_007438.1,1.9314165634036429,3.834950496172253,mRNA
NC_007438.1,1.9614330238325803,3.8770404756119436,mRNA
NC_007438.1,1.9158721619777,3.7472507430657918,mRNA
NC_047072.1,1.901557250781524,3.7527790379179784,mRNA
NC_047072.1,1.9715858613638795,3.908786068617844,mRNA
NC_047072.1,1.978436177177629,3.921184823517674,mRNA
NC_047072.1,1.93040843217632,3.804757676511293,mRNA
NC_047072.1,1.9968298681784336,3.9163189024472267,mRNA
NC_047072.1,1.9387734910608205,3.8599301668193626,mRNA
NC_047072.1,1.9107220504636948,3.7989387794093723,mRNA
NC_047072.1,1.9148948291644814,3.7385970982827437,mRNA
NC_047072.1,1.9543344840970196,3.861415507375632,mRNA
NC_047072.1,1.9294875731250416,3.658215968390258,mRNA
NC_047072.1,1.9852102938606528,3.9384562622041845,mRNA
NC_047072.1,1.8894808239255256,3.755394421566258,mRNA
NC_047072.1,1.9630018357558718,3.8971974098475006,mRNA
NC_047072.1,1.9735077898295732,3.9256171889809153,mRNA
NC_047072.1,1.9507690488751512,3.870326502427532,mRNA
NC_047072.1,1.9369375979479302,3.8285000355218695,mRNA
NC_047072.1,1.9900525072812214,3.7984450129195855,mRNA
NC_047072.1,1.9779155480176966,3.9236180538910586,mRNA
NC_047072.1,1.9332545021082381,3.839468106383836,mRNA
NC_047072.1,1.9527631622407782,3.871897334071918,mRNA
NC_047072.1,1.9614399994419223,3.8689983465121904,mRNA
NC_047072.1,1.8770745933480326,3.7089298268835478,mRNA
NC_047072.1,1.8925587550949023,3.734103227488731,mRNA
NC_047072.1,1.9507888368187019,3.8708962312424053,mRNA
NC_047072.1,1.9365673709825382,3.8158210912267276,mRNA
NC_047072.1,1.9085606282966547,3.745126292161154,mRNA
NC_047072.1,1.9597638271692848,3.8483642707646553,mRNA
NC_047072.1,1.965420990348238,3.8991998551694746,mRNA
NC_047072.1,1.9850469151223225,3.8978373525242005,mRNA
NC_047072.1,1.9881042460550191,3.945907142396427,mRNA
NC_000005.10,1.926493567498143,3.744454319834554,mRNA
NC_000005.10,1.5634531940717216,2.886017254830376,mRNA
NC_000005.10,1.950066488225266,3.782933093023019,mRNA
NC_000005.10,1.920069257754423,3.7159869269222376,mRNA
NC_000005.10,1.934738330372897,3.7545164065012253,mRNA
NC_000005.10,1.9485401824298758,3.775407479500876,mRNA
NC_000005.10,1.9812222336942902,3.858348465970373,mRNA
NC_000005.10,1.9462845661109291,3.7823526774286216,mRNA
NC_000005.10,1.9496280523001135,3.8135626878784046,mRNA
NC_000005.10,1.946016200567985,3.8129423264938818,mRNA
NC_000005.10,1.9959892339517251,3.9112364959084527,mRNA
NC_000005.10,1.9269648547150353,3.7005094074746414,mRNA
NC_000005.10,1.9307022865039931,3.782113877548525,mRNA
NC_000005.10,1.9378419158151705,3.772165139256034,mRNA
NC_000005.10,1.9722398919237811,3.8785656210927857,mRNA
NC_000005.10,1.9774213421627946,3.8771599946259308,mRNA
NC_000005.10,1.9678350863781486,3.9059714550940496,mRNA
NC_000005.10,1.9844101992386962,3.880226787697398,mRNA
NC_000005.10,1.9680207127614957,3.8497423797829,mRNA
NC_000005.10,1.962486384204841,3.7967858804824033,mRNA
