nameseq,k1,k2,label
NC_007438.1,1.9031512541486924,3.4654413908599784,mRNA
NC_007438.1,1.8480946813175163,3.655035561562496,mRNA
NC_007438.1,1.9718958998697589,3.8933960748650285,mRNA
NC_007438.1,1.9538273718057688,3.8839222031405494,mRNA
NC_007438.1,1.919468321408079,3.7973653983427305,mRNA
NC_007438.1,1.9289511786720048,3.7568841864714053,mRNA
NC_007438.1,1.9625176791110615,3.896750117313414,mRNA
NC_007438.1,1.9069762655402729,3.7617943413329313,mRNA
NC_007438.1,1.951165461819034,3.859590912688149,mRNA
NC_007438.1,1.9526967313384567,3.8548827643379027,mRNA
NC_007438.1,1.879519530576922,3.6743133108143553,mRNA
NC_007438.1,1.9405902024102726,3.8403266238933327,mRNA
NC_007438.1,1.9026314578584704,3.71550214014785,mRNA
NC_007438.1,1.886051691102504,3.701001889981341,mRNA
NC_007438.1,1.8689021455582688,3.7016784399293394,mRNA
NC_007438.1,1.9305586455990047,3.8279494760978587,mRNA
NC_007438.1,1.9094526513320522,3.774167563241068,mRNA
NC_007438.1,1.9617588570540727,3.8877351596570486,mRNA
NC_007438.1,1.9098598348597366,3.785585290192187,mRNA
NC_007438.1,1.9010318952604772,3.759453088620019,mRNA
NC_007438.1,1.8282251116085981,3.6294127541452794,mRNA
NC_007438.1,1.8987366283690024,3.753137334897506,mRNA
NC_007438.1,1.926654369560742,3.840883523102819,mRNA
NC_007438.1,1.9431150727060431,3.8421339017428062,mRNA
NC_007438.1,1.9293806739013628,3.8072014241247465,mRNA
NC_007438.1,1.8300207744641197,3.6320433294363514,mRNA
NC_007438.1,1.9489494048613762,3.847662360104313,mRNA
NC_007438.1,1.9435443785523017,3.850279939217046,mRNA
NC_007438.1,1.90652048113779,3.621445983917044,mRNA
NC_007438.1,1.938563935463984,3.835961055233647,mRNA
NC_047072.1,1.9747307107957766,3.9357705731884782,mRNA
NC_047072.1,1.9004312060816568,3.7704490947414375,mRNA
NC_047072.1,1.973878673751214,3.8993404955528272,mRNA
NC_047072.1,1.9708142569708704,3.892744711607704,mRNA
NC_047072.1,1.9516025640105488,3.87409288403991,mRNA
NC_047072.1,1.9404250798019724,3.853342017192349,mRNA
NC_047072.1,1.960924901325925,3.879371130899589,mRNA
NC_047072.1,1.9529735657600935,3.8687901353608583,mRNA
NC_047072.1,1.952623025649196,3.868793869099794,mRNA
NC_047072.1,1.90825605802919,3.78136234605024,mRNA
NC_047072.1,1.9965071287577891,3.975816654299505,mRNA
NC_047072.1,1.912254932795473,3.7854898656073845,mRNA
NC_047072.1,1.984366787621799,3.914599262484037,mRNA
NC_047072.1,1.957821246557714,3.872049641745731,mRNA
NC_047072.1,1.9312394401808315,3.7869961037846758,mRNA
NC_047072.1,1.8749361325767606,3.7005711061470987,mRNA
NC_047072.1,1.911856419486844,3.781322708524284,mRNA
NC_047072.1,1.9667776911073944,3.9126806551535793,mRNA
NC_047072.1,1.9774170996045264,3.9320750918360035,mRNA
NC_047072.1,1.962065169754625,3.8663155099133437,mRNA
NC_047072.1,1.9234095330678571,3.785542992111113,mRNA
NC_047072.1,1.9860268124628708,3.961525126265184,mRNA
NC_047072.1,1.9741069545884549,3.911315297407876,mRNA
NC_047072.1,1.9470663255540726,3.87027398882146,mRNA
NC_047072.1,1.9665491423067296,3.8778194514109994,mRNA
NC_047072.1,1.8514788454773679,3.62930778484465,mRNA
