nameseq,k1,k2,label
NC_007438.1,1.9058322296320007,3.76394782704868,mRNA
NC_007438.1,1.9135626194750996,3.7954703484548546,mRNA
NC_007438.1,1.9120252013542216,3.7782478017011636,mRNA
NC_007438.1,1.8913746607449085,3.7181940752429603,mRNA
NC_007438.1,1.9384167592644548,3.8479733934453795,mRNA
NC_007438.1,1.8751753521323569,3.701169632101398,mRNA
NC_007438.1,1.9131070563470376,3.7813950685949784,mRNA
NC_007438.1,1.8952558989486001,3.757789426563596,mRNA
NC_007438.1,1.9615991532076724,3.8881202634605683,mRNA
NC_007438.1,1.927746924807926,3.792697339587304,mRNA
NC_007438.1,1.9331838822937673,3.801323510861698,mRNA
NC_007438.1,1.9133781667617795,3.7648256105359583,mRNA
NC_007438.1,1.8756228817535512,3.729692614164366,mRNA
NC_007438.1,1.8913982889969678,3.7084528264646615,mRNA
NC_007438.1,1.941502994191824,3.846745146743322,mRNA
NC_007438.1,1.9860830603101,3.9436835014569005,mRNA
NC_007438.1,1.9874534607524266,3.944288664208121,mRNA
NC_007438.1,1.8555769183527617,3.6710799556237323,mRNA
NC_007438.1,1.9479253422051377,3.851576910734416,mRNA
NC_007438.1,1.9056860010062837,3.7994375549775117,mRNA
NC_007438.1,1.9910616156370715,3.963164685138132,mRNA
NC_007438.1,1.858598897523719,3.68227134669283,mRNA
NC_007438.1,1.9627242804492757,3.886731654707348,mRNA
NC_007438.1,1.9279893603775151,3.8212669863243165,mRNA
NC_007438.1,1.8967459440586334,3.5437135663025154,mRNA
NC_007438.1,1.8844710932387934,3.729205398758193,mRNA
NC_007438.1,1.9212851935185171,3.7870729711941116,mRNA
NC_007438.1,1.9237686810739922,3.80484832128037,mRNA
NC_007438.1,1.9402173967898568,3.855971883116371,mRNA
NC_007438.1,1.8626343640336074,3.589297356545029,mRNA
NC_047072.1,1.940549580576691,3.8341330597612715,mRNA
NC_047072.1,1.9528917802538992,3.838891682609704,mRNA
NC_047072.1,1.898619119830943,3.7587054452137534,mRNA
NC_047072.1,1.9280804356157466,3.8104006645392765,mRNA
NC_047072.1,1.971880844181278,3.915355860944702,mRNA
NC_047072.1,1.913255898896724,3.76805528134369,mRNA
NC_047072.1,1.953684256669741,3.852967328431564,mRNA
NC_047072.1,1.960643828155282,3.896745971598288,mRNA
NC_047072.1,1.9907494858431138,3.9441740301676487,mRNA
NC_047072.1,1.9720132861065531,3.925475650406177,mRNA
NC_047072.1,1.94324301527599,3.848240782132822,mRNA
NC_047072.1,1.9897123156775316,3.9342161138495166,mRNA
NC_047072.1,1.9508670870824933,3.812111476814847,mRNA
NC_047072.1,1.958135165676655,3.8860896356661554,mRNA
NC_047072.1,1.8975444054155197,3.7324094077790546,mRNA
NC_047072.1,1.976235369152707,3.9222475896105826,mRNA
NC_047072.1,1.9538763112449127,3.8849204258071444,mRNA
NC_047072.1,1.9602573043096305,3.9014522524803,mRNA
NC_047072.1,1.9930714356124395,3.942598219805003,mRNA
NC_047072.1,1.8859802662987462,3.7448541851140718,mRNA
NC_047072.1,1.9211359322756731,3.779584036050103,mRNA
NC_047072.1,1.978904956630494,3.8399706033047756,mRNA
NC_047072.1,1.8652058401644522,3.666642068921843,mRNA
NC_047072.1,1.9717288803968942,3.926460054749387,mRNA
NC_047072.1,1.937676258852187,3.838717620338319,mRNA
NC_047072.1,1.871613428943244,3.6559726508990598,mRNA
NC_047072.1,1.9600719591905236,3.8926638570187846,mRNA
NC_047072.1,1.9607462088771508,3.880147366631025,mRNA
NC_047072.1,1.9001064402909411,3.4780183302084056,mRNA
NC_047072.1,1.960987497639783,3.9028284312301973,mRNA
NC_000005.10,1.9739001664587348,3.9080542715994784,mRNA
NC_000005.10,1.9371006589254858,3.702596380020268,mRNA
NC_000005.10,1.9295958376497087,3.7436934090476157,mRNA
NC_000005.10,1.9289885938395568,3.820722546208017,mRNA
NC_000005.10,1.9218152629125005,3.751420379106838,mRNA
NC_000005.10,1.7988978733381826,3.3528105359544083,mRNA
NC_000005.10,1.976414562289706,3.9090565333637373,mRNA
NC_000005.10,1.916240983708548,3.715111376748809,mRNA
NC_000005.10,1.9670744321123572,3.849949803271127,mRNA
NC_000005.10,1.9691421521420736,3.9003120241655194,mRNA
NC_000005.10,1.988154822083208,3.9129506446448303,mRNA
NC_000005.10,1.9290875509729797,3.7836774901258043,mRNA
NC_000005.10,1.9953619803910794,3.903110181058152,mRNA
NC_000005.10,1.9346141771549559,3.795257865951597,mRNA
