nameseq,average,median,maximum,minimum,peak,none_levated_peak,sample_standard_deviation,population_standard_deviation,percentile15,percentile25,percentile50,percentile75,amplitude,variance,interquartile_range,semi_interquartile_range,coefficient_of_variation,skewness,kurtosis,label
NC_007438.1,673.5000000000007,372.10588323770367,5274.60946941775,8.696789873952323,0.24449393714427095,7.284371951013406,780.73507030234,781.5264897354502,106.6732251886793,185.796030024412,372.10588323770367,952.4720277836186,5265.912679543798,610783.6541582148,766.6759977592067,383.33799887960333,1.1592205943613054,1.158116734703292,0.24616244661691553,mRNA
NC_007438.1,681.0000000000001,437.334875272595,10404.0,4.0681273558546325,0.24082232011747426,7.301626274020998,879.5243032457944,880.4194936080476,96.4364251724955,148.37792654347288,437.334875272595,836.8786876473721,10399.931872644145,775138.4847250509,688.5007611038992,344.2503805519496,1.291518800654617,0.8311258386886544,0.2358794338996065,mRNA
NC_007438.1,553.7499999999995,365.53070025162367,4352.533815741717,2.325218270149894,0.23054928517682488,6.131176563022673,600.4097559167406,601.1951189155259,94.9021021448236,174.75978523961265,365.53070025162367,683.2757309084682,4350.208597471567,361435.5710078534,508.5159456688555,254.25797283442776,1.0842614102333925,0.9404542375947491,0.19805995795307238,mRNA
NC_007438.1,633.2499999999999,418.4578311964952,4970.25,1.6855512480616037,0.23424134754572976,6.644805559547729,630.6399527464146,631.3497334468618,127.85375706941161,184.85977802053802,418.4578311964952,861.6498190110873,4968.5644487519385,398602.4859234235,676.7900409905493,338.39502049527465,0.9958783304325538,1.0217819273965714,0.2428974040772513,mRNA
NC_007438.1,586.9999999999998,379.62282979071347,3427.4027026155095,1.185840891465733,0.2385008517887565,6.496804968971601,599.2829048120761,599.9976133604083,100.9655927231681,200.13351507306612,379.62282979071347,710.8638004647931,3426.2168617240436,359997.136038186,510.730285391727,255.3651426958635,1.0209248804294317,1.0381265770011372,0.1938733809166297,mRNA
NC_007438.1,553.5000000000002,319.36571892070776,5655.084700354596,6.036696848661289,0.24932249322493213,6.853632012469177,738.2934714596898,739.1867488238705,80.96085636739116,130.45575801505834,319.36571892070776,670.1110800623011,5649.0480035059345,546397.0496368038,539.6553220472427,269.8276610236214,1.3338635437392765,0.9513870437580159,0.22757690830226773,mRNA
NC_007438.1,631.7500000000005,417.1379518153826,7482.25,0.01429321349397631,0.21052631578947353,6.0348001266924305,699.8827580388019,700.761456135055,86.10974424481788,178.62752232355982,417.1379518153826,832.9958299590347,7482.235706786506,491066.6184045226,654.3683076354749,327.18415381773747,1.1078476581540189,0.919919996826324,0.22214946621043,mRNA
NC_007438.1,669.749999999999,425.9829955465023,23562.25,0.7442601881106257,0.226452656463855,6.824353323374272,1245.7958801505163,1247.1671473572162,103.65775841362131,158.64400105107018,425.9829955465023,855.3589569614995,23561.505739811888,1555425.8934471365,696.7149559104294,348.3574779552147,1.8600908998141368,0.5870151162099964,0.2623485709357811,mRNA
NC_007438.1,619.25,425.33112218248056,5270.3338021339305,7.166998190585902,0.23953707441797875,6.85455748593384,720.9249267434162,721.736322528357,78.40162229133188,159.88197087734503,425.33112218248056,771.7594272803315,5263.166803943344,520903.3192567567,611.8774564029865,305.93872820149323,1.1641904347895295,0.8069586885842427,0.23360687798586216,mRNA
NC_007438.1,576.0000000000001,403.00498930027214,3780.2643038216643,0.5340227306061556,0.22685185185185178,6.117710049543493,586.267004017794,587.0162273318304,117.90201180631252,177.20709007968003,403.00498930027214,767.3963125841082,3779.7302810910583,344588.0511508952,590.1892225044281,295.09461125221407,1.0178246597531144,0.8852366388394459,0.2521343406511602,mRNA
NC_007438.1,656.0,470.6493276087003,4027.146275234827,0.7614573127294558,0.22764227642276424,6.6552820945503965,678.7702114854482,679.529038118705,73.79802333714238,176.96399944471125,470.6493276087003,864.5002059370238,4026.3848179220977,461759.71364653244,687.5362064923125,343.7681032461563,1.0347106882400123,0.8192050973436393,0.23913495328472836,mRNA
NC_007438.1,520.7499999999993,398.5772658894034,3147.7081886440556,2.132452732134012,0.23747799647943704,6.064547170369607,504.6376175038876,505.31910007974705,91.00173947263622,162.44711400584802,398.5772658894034,751.5629707721537,3145.5757359119216,255347.3929054054,589.1158567663057,294.55792838315284,0.9690592750914802,0.7262998033018498,0.303983131930641,mRNA
NC_007438.1,564.2499999999999,334.357134064109,17556.25,0.3479581633769407,0.24634470536109884,6.853945382059796,998.9644638324228,1000.164421578926,87.5258881794857,141.79415856321552,334.357134064109,745.0318470250664,17555.902041836624,1000328.8701923076,603.2376884618509,301.61884423092545,1.7704288238058006,0.690393525272954,0.24999804522202948,mRNA
NC_007438.1,506.2500000000002,353.1458937598946,2660.5761510500556,2.562970366690982,0.24823045267489702,6.266330748276316,497.7554620493883,498.41693139378805,98.25808468063943,164.46278226536825,353.1458937598946,713.9255742359338,2658.0131806833647,248419.43750000003,549.4627919705656,274.7313959852828,0.9832206657765691,0.9227670085813001,0.24869966245302802,mRNA
NC_007438.1,632.0,430.7365357738206,10404.0,0.29000306187933916,0.22784810126582278,6.504758539565772,766.4189454860833,767.3075474604633,115.7323708796464,182.65135454693328,430.7365357738206,820.1401217117436,10403.709996938122,588760.8723897911,637.4887671648104,318.7443835824052,1.2126882048830432,0.7878072381099586,0.23897061540756673,mRNA
NC_007438.1,607.9999999999998,390.08357598984696,4498.361999101711,0.5425619154050286,0.236842105263158,6.6333244643426905,660.6981156322454,661.4641426902633,107.61068130622408,165.39555268789312,390.08357598984696,851.4023953643476,4497.8194371863065,437534.812064965,686.0068426764545,343.00342133822727,1.0866745322898776,0.9894825739057279,0.26863818269581663,mRNA
NC_007438.1,568.0000000000003,403.2796104271977,4900.0,1.2852272837224514,0.23474178403755855,6.325671222488383,615.7661893933442,616.5373433453551,97.12542356841244,163.3128119250786,403.2796104271977,707.3025997550321,4898.714772716277,380118.2957393483,543.9897878299536,271.9948939149768,1.084095403861521,0.802514293948581,0.2268899113967682,mRNA
NC_007438.1,626.2499999999998,401.01788422688946,13340.25,1.328643736375113,0.22621423819028616,6.444470719721438,837.91795541091,838.9054842809193,97.68549967807387,175.081079093795,401.01788422688946,872.4638482452563,13338.921356263625,703762.4115566037,697.3827691514613,348.69138457573064,1.3379927431711143,0.8063991742341569,0.2582723760356753,mRNA
NC_007438.1,553.7500000000001,428.4962021027695,2714.873454439229,0.25,0.24018058690744917,6.406905705993835,517.2599684878002,517.9093848998459,74.30493528014587,117.95054973553232,428.4962021027695,805.9064503462116,2714.623454439229,268230.13096733677,687.9559006106792,343.9779503053396,0.934103780564876,0.7264459200085082,0.27676155951139214,mRNA
NC_007438.1,609.0000000000001,441.9043860653212,3792.8278107459846,2.19995443313076,0.2255062944718117,6.319726686030024,631.1616274774632,631.9289975207204,77.74032477759775,159.6082308765323,441.9043860653212,855.5078374265236,3790.627856312854,399334.2579075426,695.8996065499913,347.94980327499565,1.036390192902238,0.7942289581315463,0.2723245742191318,mRNA
