nameseq,AB.1,AD.1,ASSD.1,MAXD.1,MIND.1,AS.1,APL.1,TALU.1,TU.1,NE.1,MOT3.1,MOT4.1,AB.2,AD.2,ASSD.2,MAXD.2,MIND.2,AS.2,APL.2,TALU.2,TU.2,NE.2,MOT3.2,MOT4.2,AB.3,AD.3,ASSD.3,MAXD.3,MIND.3,AS.3,APL.3,TALU.3,TU.3,NE.3,MOT3.3,MOT4.3,AB.4,AD.4,ASSD.4,MAXD.4,MIND.4,AS.4,APL.4,TALU.4,TU.4,NE.4,MOT3.4,MOT4.4,AB.5,AD.5,ASSD.5,MAXD.5,MIND.5,AS.5,APL.5,TALU.5,TU.5,NE.5,MOT3.5,MOT4.5,AB.6,AD.6,ASSD.6,MAXD.6,MIND.6,AS.6,APL.6,TALU.6,TU.6,NE.6,MOT3.6,MOT4.6,AB.7,AD.7,ASSD.7,MAXD.7,MIND.7,AS.7,APL.7,TALU.7,TU.7,NE.7,MOT3.7,MOT4.7,AB.8,AD.8,ASSD.8,MAXD.8,MIND.8,AS.8,APL.8,TALU.8,TU.8,NE.8,MOT3.8,MOT4.8,AB.9,AD.9,ASSD.9,MAXD.9,MIND.9,AS.9,APL.9,TALU.9,TU.9,NE.9,MOT3.9,MOT4.9,AB.10,AD.10,ASSD.10,MAXD.10,MIND.10,AS.10,APL.10,TALU.10,TU.10,NE.10,MOT3.10,MOT4.10,label
NC_007438.1,50.79999999999999,16.299999999999997,0.44624467633167847,54.0,2.0,13.056671347118554,2.7220338983050847,0.09924603174603173,0.10687022900763359,489.0,730.0,3928.0,46.849999999999994,14.4,0.3629105287641495,54.0,0.0,13.802415247581369,17.38813559322034,0.1289337474120083,0.10948905109489052,489.0,381.0,1698.0,39.78333333333333,12.2,0.27471628158267747,53.0,0.0,13.922164582659791,29.815254237288137,0.11582181259600614,0.11203319502074689,489.0,223.0,833.0,15.299999999999995,10.000000000000002,0.16728466789093085,53.0,0.0,13.600245095830688,45.985310734463276,0.12933333333333333,0.12,489.0,138.0,445.0,6.6833333333333345,7.733333333333332,-0.03657723246751123,53.0,0.0,12.736910492301062,52.52655367231638,0.14444444444444443,0.13333333333333333,489.0,82.0,229.0,3.5999999999999988,5.400000000000001,-0.025325023073505842,43.0,0.0,10.655515003977987,56.122033898305084,0.036111111111111115,0.07894736842105263,489.0,36.0,76.0,1.3500000000000003,3.999999999999999,-0.3072944061209887,43.0,0.0,9.235799911215054,58.17909604519774,0.0,0.0,489.0,20.0,32.0,0.9666666666666663,2.833333333333333,-0.6958190652673282,43.0,0.0,8.122328620674137,58.83276836158192,0.0,0.0,489.0,11.0,12.0,0.06666666666666667,2.0333333333333323,-0.9355813858210572,34.0,0.0,6.366492144204862,59.70225988700565,0.0,0.0,489.0,4.0,1.0,0.049999999999999975,1.7333333333333334,-0.8794840638531531,34.0,0.0,5.793291139086851,59.76836158192091,0.0,0.0,489.0,3.0,1.0,mRNA
NC_007438.1,48.736842105263165,14.210526315789478,0.5342631760975528,38.0,2.0,9.565539102396839,2.7406015037593985,0.1421888053467001,0.1152317880794702,405.0,697.0,3749.0,33.75438596491229,12.24561403508772,0.49773801695253383,38.0,0.0,10.256843161543651,21.88972431077694,0.07492063492063493,0.11229946524064172,405.0,346.0,1447.0,37.33333333333335,10.070175438596491,0.4325445910696089,38.0,0.0,10.412306566721742,28.12280701754386,0.11792717086834734,0.15,405.0,198.0,701.0,7.3684210526315805,6.701754385964914,0.449648473283298,32.0,0.0,9.186116359171331,48.91228070175438,0.07333333333333333,0.1111111111111111,405.0,75.0,188.0,2.3859649122807016,3.614035087719299,0.43648960452845537,32.0,0.0,7.246909531183263,54.69924812030075,0.1111111111111111,0.15789473684210525,405.0,17.0,22.0,0.14035087719298248,2.7368421052631584,0.08511685829302977,27.0,0.0,6.422346720329095,56.40852130325815,0.3333333333333333,0.2727272727272727,405.0,9.0,5.0,0.08771929824561404,2.105263157894739,-0.5229268967425121,25.0,0.0,5.775581418370068,56.58208020050125,0.5833333333333333,0.375,405.0,6.0,2.0,0.017543859649122806,0.6315789473684209,-0.9756097560975612,18.0,0.0,2.8570109453785655,56.895363408521305,0.0,0.0,405.0,1.0,0.0,0.0,0.3508771929824562,0.0,10.0,0.0,1.8400155231055288,56.96491228070175,0.0,0.0,405.0,0.0,0.0,0.0,0.3508771929824562,0.0,10.0,0.0,1.8400155231055288,56.96491228070175,0.0,0.0,405.0,0.0,0.0,mRNA
NC_007438.1,51.698412698412696,15.809523809523814,0.5853155508178401,70.0,2.0,10.465145693033483,2.6676907322068613,0.09043839758125469,0.10310421286031042,498.0,840.0,4647.0,67.1111111111111,14.190476190476192,0.5667922142304893,70.0,0.0,11.165219725525978,7.069636456733231,0.12268398268398269,0.1294559099437148,498.0,487.0,2233.0,45.873015873015866,11.269841269841269,0.5076329248829691,70.0,0.0,11.418734743806246,28.638504864311315,0.0816326530612245,0.10714285714285714,498.0,234.0,807.0,24.793650793650773,7.650793650793651,0.44890917005307723,70.0,0.0,11.01536982520294,46.91090629800307,0.04615384615384615,0.09574468085106383,498.0,88.0,214.0,7.968253968253966,4.857142857142855,0.4446779154826703,62.0,0.0,9.486593954239199,57.70148489503328,0.0,0.0,498.0,29.0,45.0,0.12698412698412692,2.6349206349206353,0.3437335797235787,57.0,0.0,8.06580394304681,62.559651817716336,0.0,0.0,498.0,4.0,3.0,0.12698412698412692,2.2539682539682535,0.2221497345451272,57.0,0.0,8.039521927601731,62.6231438812084,0.0,0.0,498.0,4.0,3.0,0.0,1.587301587301587,0.45395448860636484,43.0,0.0,6.348690455231433,62.904761904761905,0.0,0.0,498.0,0.0,0.0,0.0,0.8253968253968255,-0.20930232558139544,43.0,0.0,5.47299193454051,62.96825396825397,0.0,0.0,498.0,0.0,0.0,0.0,0.5396825396825394,0.0,34.0,0.0,4.249464566927011,63.0,0.0,0.0,498.0,0.0,0.0,mRNA
NC_007438.1,55.063492063492056,13.873015873015879,0.5299905619807129,78.0,2.0,11.678894358807794,2.776241679467486,0.10918367346938773,0.11581569115815692,437.0,741.0,3858.0,47.650793650793624,11.873015873015873,0.49481571505642363,78.0,0.0,12.409023935487197,20.759344598054277,0.13343253968253968,0.13432835820895522,437.0,366.0,1552.0,29.428571428571427,9.396825396825397,0.41692156335082503,78.0,0.0,12.389882819102896,39.15565796210957,0.10230880230880232,0.10880829015544041,437.0,179.0,571.0,20.476190476190474,6.349206349206353,0.35998670376576153,78.0,0.0,11.619849915921076,51.597030209933436,0.031578947368421054,0.05084745762711865,437.0,57.0,119.0,3.3333333333333304,4.190476190476192,0.2817536312882046,74.0,0.0,10.591786489685479,60.123399897593444,0.0,0.0,437.0,19.0,29.0,1.285714285714286,3.2380952380952386,0.28959800323769874,69.0,0.0,9.80235521701053,61.58115719406042,0.0,0.0,437.0,11.0,15.0,0.12698412698412698,2.4761904761904767,0.23849201729551547,63.0,0.0,8.840486129808584,62.6231438812084,0.0,0.0,437.0,4.0,3.0,0.01587301587301589,2.0317460317460316,0.2665406921623371,56.0,0.0,7.912153107254873,62.84178187403994,0.0,0.0,437.0,1.0,0.0,0.01587301587301589,1.7777777777777775,0.34739823540031756,56.0,0.0,7.411797640793869,62.84178187403994,0.0,0.0,437.0,1.0,0.0,0.0,0.9206349206349201,1.0,38.0,0.0,5.024705905637229,62.96825396825397,0.0,0.0,437.0,0.0,0.0,mRNA
NC_007438.1,48.17741935483872,13.83870967741935,0.5475477540131612,40.0,2.0,8.542481222211839,2.579587519830777,0.10226574500768049,0.09766022380467955,429.0,919.0,5316.0,51.290322580645174,11.387096774193546,0.49258658235459557,40.0,0.0,9.345267628867077,17.520359598096245,0.13242857142857142,0.11764705882352941,429.0,376.0,1574.0,40.46774193548388,8.096774193548384,0.3896656534954405,38.0,0.0,8.79279337870647,35.455843469063986,0.01818181818181818,0.0234375,429.0,126.0,362.0,19.19354838709678,5.0,0.23244540653012227,35.0,0.0,8.01611280585104,53.66155473294553,0.0,0.0,429.0,31.0,41.0,3.774193548387098,3.32258064516129,-0.03177991553695074,34.0,0.0,7.705829786279299,59.188260179799045,0.0,0.0,429.0,17.0,21.0,0.11290322580645165,2.3548387096774204,-0.36902257201485844,34.0,0.0,6.50334101280443,61.51983077736647,0.0,0.0,429.0,7.0,2.0,0.016129032258064516,1.3870967741935485,0.2690372940156122,28.0,0.0,4.883662159425951,61.87149656266526,0.0,0.0,429.0,1.0,0.0,0.0,0.9354838709677414,1.0,21.0,0.0,3.926218601632412,61.935483870967744,0.0,0.0,429.0,0.0,0.0,0.0,0.6774193548387096,0.0,21.0,0.0,3.7103786153575764,61.96774193548387,0.0,0.0,429.0,0.0,0.0,0.0,0.6774193548387096,0.0,21.0,0.0,3.7103786153575764,61.96774193548387,0.0,0.0,429.0,0.0,0.0,mRNA
NC_007438.1,49.29032258064517,11.838709677419358,0.4127311536550823,26.0,2.0,6.682170664288704,2.616076150185087,0.08801843317972347,0.08432432432432432,367.0,873.0,4967.0,63.58064516129035,9.225806451612902,0.3286065477922481,26.0,0.0,7.503589151605212,16.181385510312005,0.1126646403242148,0.12138728323699421,367.0,318.0,1287.0,23.46774193548387,5.870967741935484,0.01391277523741646,23.0,0.0,7.267878669446685,44.64040190375463,0.18974358974358976,0.10434782608695652,367.0,107.0,287.0,2.7741935483870974,2.8709677419354835,0.16769921089277479,16.0,0.0,4.807533976421101,59.768376520359595,0.0,0.0,367.0,13.0,14.0,0.12903225806451613,1.7096774193548392,0.14323846084635394,16.0,0.0,3.8074082996781238,61.55261766261238,0.0,0.0,367.0,4.0,2.0,0.016129032258064516,1.0645161290322582,-0.2032120379078335,16.0,0.0,3.187024943685778,61.83923849814913,0.0,0.0,367.0,1.0,0.0,0.016129032258064516,0.8709677419354838,-0.9141932761288507,16.0,0.0,3.0611186599954467,61.87149656266526,0.0,0.0,367.0,1.0,0.0,0.0,0.6451612903225807,1.0,11.0,0.0,2.469796740974319,61.935483870967744,0.0,0.0,367.0,0.0,0.0,0.0,0.6451612903225807,1.0,11.0,0.0,2.469796740974319,61.935483870967744,0.0,0.0,367.0,0.0,0.0,0.0,0.3548387096774193,0.0,11.0,0.0,1.9435316556634925,61.96774193548387,0.0,0.0,367.0,0.0,0.0,mRNA
NC_007438.1,49.166666666666664,14.499999999999995,0.4721483962390835,40.0,2.0,9.841239759298622,2.6666666666666665,0.11587301587301586,0.10933940774487472,435.0,814.0,4603.0,36.866666666666674,12.36666666666667,0.40599576392714437,39.0,0.0,10.567192415942635,23.649717514124294,0.16862433862433868,0.1366742596810934,435.0,399.0,1839.0,28.016666666666683,9.766666666666671,0.36529072380072997,37.0,0.0,10.260550126035588,37.483050847457626,0.15,0.1065989847715736,435.0,183.0,617.0,23.149999999999995,6.766666666666666,0.14737570926776483,37.0,0.0,9.548763736153958,45.284745762711864,0.14285714285714285,0.11842105263157894,435.0,70.0,154.0,4.283333333333335,4.766666666666668,0.18052806451877046,37.0,0.0,8.452547282065659,56.01186440677966,0.21944444444444444,0.16666666666666666,435.0,32.0,56.0,2.983333333333332,3.5999999999999988,0.032024995118140706,33.0,0.0,7.683749084919419,57.46779661016949,0.15833333333333333,0.13636363636363635,435.0,20.0,30.0,0.4166666666666666,2.0,-0.12765821163207808,26.0,0.0,5.458937625582473,59.28079096045198,0.0,0.0,435.0,7.0,8.0,0.016666666666666666,1.0666666666666669,-0.514271407110666,21.0,0.0,3.7410634257595192,59.867231638418076,0.0,0.0,435.0,1.0,0.0,0.016666666666666666,1.0666666666666669,-0.514271407110666,21.0,0.0,3.7410634257595192,59.867231638418076,0.0,0.0,435.0,1.0,0.0,0.0,0.7666666666666667,1.0,12.0,0.0,2.8715075405709025,59.93333333333333,0.0,0.0,435.0,0.0,0.0,mRNA
NC_007438.1,53.269841269841265,14.761904761904761,0.6036620710903641,66.0,2.0,11.730727911100105,2.7183819764464925,0.09890400604686318,0.1087202718006795,465.0,819.0,4599.0,49.095238095238095,13.015873015873012,0.5651321649956147,66.0,0.0,12.425641771924399,17.440860215053764,0.11608357628765795,0.100990099009901,465.0,471.0,2273.0,30.095238095238106,9.904761904761898,0.4835429691146156,66.0,0.0,12.623628997649398,37.907322068612395,0.07738095238095238,0.10572687224669604,465.0,211.0,775.0,9.317460317460318,6.285714285714285,0.40937742452088366,63.0,0.0,11.805875012351107,54.538658474142345,0.09629629629629628,0.17045454545454544,465.0,78.0,209.0,4.857142857142857,4.507936507936505,0.36063696449253296,63.0,0.0,10.503019997854611,59.34715821812596,0.3515151515151515,0.3157894736842105,465.0,30.0,50.0,0.6666666666666666,3.396825396825397,0.16219864059196418,63.0,0.0,10.097209550937599,61.87864823348694,0.6,0.46153846153846156,465.0,18.0,27.0,0.8095238095238096,2.4444444444444446,0.29101829101829096,45.0,0.0,7.565119996693637,62.13722478238607,0.0,0.0,465.0,7.0,6.0,0.07936507936507937,1.9999999999999991,0.5776245153099023,38.0,0.0,6.453742608037111,62.7168458781362,0.0,0.0,465.0,3.0,1.0,0.015873015873015872,1.4920634920634919,0.6517178327398708,30.0,0.0,5.138936385145464,62.87352790578597,0.0,0.0,465.0,1.0,0.0,0.015873015873015872,1.4920634920634919,0.6517178327398708,30.0,0.0,5.138936385145464,62.87352790578597,0.0,0.0,465.0,1.0,0.0,mRNA
NC_007438.1,48.98333333333333,15.299999999999994,0.5676551850375291,74.0,2.0,12.683716595172989,2.66045197740113,0.12063492063492064,0.11594202898550725,459.0,764.0,4130.0,50.66666666666668,13.4,0.5354250090042709,74.0,0.0,13.245376551838758,14.017514124293786,0.0651904761904762,0.09653465346534654,459.0,378.0,1618.0,44.30000000000001,10.799999999999999,0.5030374340174302,74.0,0.0,13.575468070506199,28.501694915254237,0.1015873015873016,0.12980769230769232,459.0,190.0,650.0,28.216666666666676,8.300000000000002,0.49894237764271515,68.0,0.0,12.815745523898846,41.12316384180791,0.08571428571428572,0.08571428571428572,459.0,99.0,300.0,3.1333333333333324,5.366666666666668,0.48341317872873557,64.0,0.0,11.221952692032799,56.50621468926553,0.0,0.0,459.0,33.0,70.0,1.599999999999999,4.033333333333333,0.4791208337585526,59.0,0.0,10.326287920749753,58.22090395480226,0.0,0.0,459.0,18.0,27.0,0.5833333333333335,2.833333333333333,0.4662878291719736,59.0,0.0,9.114396426655043,59.31977401129944,0.0,0.0,459.0,5.0,4.0,0.33333333333333337,2.6000000000000005,0.43351372083685463,59.0,0.0,8.952094726934028,59.51129943502825,0.0,0.0,459.0,4.0,3.0,0.06666666666666668,2.066666666666666,0.18422252219663576,59.0,0.0,8.514432192199052,59.80225988700565,0.0,0.0,459.0,2.0,1.0,0.06666666666666668,1.7666666666666666,0.05061730174516463,59.0,0.0,8.26108682653533,59.80225988700565,0.0,0.0,459.0,2.0,1.0,mRNA
NC_007438.1,52.1639344262295,14.196721311475414,0.5726584647542866,90.0,2.0,13.295900603447626,2.73879781420765,0.11409055425448868,0.105,433.0,744.0,3970.0,42.081967213114744,12.196721311475414,0.5454589227744575,90.0,0.0,13.804037983866808,20.599453551912568,0.12450396825396826,0.1226158038147139,433.0,337.0,1339.0,36.39344262295082,9.311475409836065,0.4841533608819041,90.0,0.0,13.887771462110885,33.98360655737705,0.058064516129032254,0.07947019867549669,433.0,143.0,409.0,8.180327868852455,6.0655737704918025,0.40623789262430887,87.0,0.0,13.537887154397975,54.25628415300547,0.06190476190476191,0.13043478260869565,433.0,42.0,89.0,4.786885245901642,5.0163934426229515,0.30671174502471316,87.0,0.0,13.448739112424459,56.70054644808743,0.1037037037037037,0.17142857142857143,433.0,31.0,62.0,1.0327868852459015,3.8688524590163906,0.14588840175418485,82.0,0.0,12.678205657077411,59.559016393442626,0.26666666666666666,0.2727272727272727,433.0,18.0,27.0,0.5573770491803277,3.4754098360655736,0.1348235331661023,82.0,0.0,12.217437896975808,60.100546448087435,0.3666666666666666,0.375,433.0,12.0,15.0,0.4098360655737705,3.0163934426229497,0.1955521598993102,75.0,0.0,11.032725988188451,60.32513661202186,0.0,0.0,433.0,9.0,9.0,0.09836065573770494,2.491803278688525,0.025796650465162274,75.0,0.0,10.571571762754637,60.675409836065576,0.0,0.0,433.0,6.0,4.0,0.13114754098360656,2.1967213114754096,-0.09969905785714989,75.0,0.0,10.197749144338534,60.676502732240436,0.0,0.0,433.0,4.0,3.0,mRNA
